title,year,certificate,duration,genre,rating
The Good Place,(2016–2020),TV-PG,22 min,"Comedy, Drama, Fantasy",8
Grace and Frankie,(2015–2022),TV-MA,28 min,Comedy,8.1
My Absolute Boyfriend,-2019,,,"Comedy, Fantasy, Romance",
My Absolute Boyfriend,-2019,,,"Comedy, Fantasy, Romance",
Anne with an E,(2017–2019),TV-PG,44 min,"Drama, Family",9
My Absolute Boyfriend,-2019,,,"Comedy, Fantasy, Romance",
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,25 min,"Animation, Action, Adventure",7.2
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,24 min,"Animation, Action, Adventure",7.2
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,24 min,"Animation, Action, Adventure",7.4
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",6.6
Luna Nera,-2020,TV-MA,46 min,"Drama, Fantasy, Thriller",6.1
Luna Nera,-2020,TV-MA,43 min,"Drama, Fantasy, Thriller",6
Luna Nera,-2020,TV-MA,40 min,"Drama, Fantasy, Thriller",6.1
The Stranger,-2020,TV-MA,44 min,"Crime, Drama, Mystery",7.5
The Stranger,-2020,TV-MA,42 min,"Crime, Drama, Mystery",7.7
The Stranger,-2020,TV-MA,50 min,"Crime, Drama, Mystery",7.7
The Stranger,-2020,TV-MA,42 min,"Crime, Drama, Mystery",7.9
The Stranger,-2020,TV-MA,43 min,"Crime, Drama, Mystery",7.7
Leila,(2019– ),,49 min,"Drama, Sci-Fi",5.5
Leila,(2019– ),,48 min,"Drama, Sci-Fi",5.2
Leila,(2019– ),,41 min,"Drama, Sci-Fi",5.4
Leila,(2019– ),,42 min,"Drama, Sci-Fi",5.3
Leila,(2019– ),,40 min,"Drama, Sci-Fi",5.2
How to Sell Drugs Online (Fast),(2019– ),TV-MA,29 min,"Comedy, Crime, Drama",7.8
How to Sell Drugs Online (Fast),(2019– ),TV-MA,28 min,"Comedy, Crime, Drama",7.8
How to Sell Drugs Online (Fast),(2019– ),TV-MA,28 min,"Comedy, Crime, Drama",7.8
How to Sell Drugs Online (Fast),(2019– ),TV-MA,24 min,"Comedy, Crime, Drama",7.9
How to Sell Drugs Online (Fast),(2019– ),TV-MA,28 min,"Comedy, Crime, Drama",8.4
Narcos: Mexico,(2018–2021),TV-MA,56 min,"Crime, Drama",8.6
Oktoberfest: Beer & Blood,-2020,TV-MA,48 min,"Drama, History, Thriller",6.9
Oktoberfest: Beer & Blood,-2020,TV-MA,48 min,"Drama, History, Thriller",6.9
My Absolute Boyfriend,-2019,,,"Comedy, Fantasy, Romance",
My Absolute Boyfriend,-2019,,,"Comedy, Fantasy, Romance",
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6
Unorthodox,-2020,TV-MA,53 min,Drama,7.8
Unorthodox,-2020,TV-MA,53 min,Drama,8
Unorthodox,-2020,TV-MA,55 min,Drama,7.9
Unorthodox,-2020,TV-MA,54 min,Drama,8.2
High Seas,(2019–2020),TV-MA,,"Crime, Drama, Mystery",7.3
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",7.4
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
The Queen and the Conqueror,(2020– ),,,"Drama, History",
My Absolute Boyfriend,-2019,,,"Comedy, Fantasy, Romance",
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.2
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.4
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.4
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.6
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.2
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.7
Fuller House,(2016–2020),TV-G,,"Comedy, Family",7.3
Fuller House,(2016–2020),TV-G,,"Comedy, Family",8.4
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,7.1
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,7.1
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,7.4
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,7.4
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,6.9
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,7.4
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,7.4
The Expanding Universe of Ashley Garcia,-2020,TV-PG,,Comedy,8.1
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.6
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.8
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.9
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.9
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.9
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.6
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.7
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.5
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.1
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.7
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",9.1
Dark,(2017–2020),TV-MA,62 min,"Crime, Drama, Mystery",8.8
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.6
Family Business,(2019–2021),TV-14,21 min,Comedy,6.6
Dead to Me,(2019–2022),TV-MA,31 min,"Comedy, Crime, Drama",7.8
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.3
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.6
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.5
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.5
The Sinner,(2017–2021),TV-MA,49 min,"Crime, Drama, Mystery",7.4
The 100,(2014–2020),TV-14,42 min,"Drama, Mystery, Sci-Fi",8
Lucifer,(2016–2021),TV-14,51 min,"Crime, Drama, Fantasy",8
The 100,(2014–2020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.3
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.3
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.9
Grace and Frankie,(2015–2022),TV-MA,,Comedy,8.3
Dark,(2017–2020),TV-14,54 min,"Crime, Drama, Mystery",8.9
Dark,(2017–2020),TV-MA,56 min,"Crime, Drama, Mystery",9
Dark,(2017–2020),TV-MA,60 min,"Crime, Drama, Mystery",9.4
Dark,(2017–2020),TV-MA,56 min,"Crime, Drama, Mystery",9.2
Dark,(2017–2020),TV-MA,54 min,"Crime, Drama, Mystery",9.5
Dark,(2017–2020),TV-MA,58 min,"Crime, Drama, Mystery",9.1
Dark,(2017–2020),TV-MA,57 min,"Crime, Drama, Mystery",9.4
The 100,(2014–2020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.9
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",6.6
I Am Not Okay with This,-2020,TV-MA,19 min,"Comedy, Drama, Fantasy",7.2
I Am Not Okay with This,-2020,TV-MA,20 min,"Comedy, Drama, Fantasy",7.5
I Am Not Okay with This,-2020,TV-MA,19 min,"Comedy, Drama, Fantasy",7.6
I Am Not Okay with This,-2020,TV-MA,23 min,"Comedy, Drama, Fantasy",7.6
I Am Not Okay with This,-2020,TV-MA,23 min,"Comedy, Drama, Fantasy",7.9
I Am Not Okay with This,-2020,TV-MA,24 min,"Comedy, Drama, Fantasy",8.5
I Am Not Okay with This,-2020,TV-MA,28 min,"Comedy, Drama, Fantasy",7.4
Grace and Frankie,(2015–2022),TV-MA,,Comedy,7.8
Narcos: Mexico,(2018–2021),TV-MA,57 min,"Crime, Drama",7.9
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.1
Supergirl,(2015–2021),TV-14,42 min,"Action, Adventure, Drama",6.8
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",6.9
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.7
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.7
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.7
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.4
"Love, Death & Robots",(2019– ),TV-MA,18 min,"Animation, Short, Action",8.1
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",6.6
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",6.6
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",8.5
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",5.9
Supergirl,(2015–2021),TV-14,42 min,"Action, Adventure, Drama",6.3
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.6
Always a Witch,(2019–2020),TV-14,,"Drama, Fantasy",7.8
The Alcàsser Murders,-2019,TV-MA,,"Documentary, Crime",7.2
The Alcàsser Murders,-2019,TV-MA,,"Documentary, Crime",7.4
The Alcàsser Murders,-2019,TV-MA,,"Documentary, Crime",7.3
The Alcàsser Murders,-2019,TV-MA,,"Documentary, Crime",7.2
The Alcàsser Murders,-2019,TV-MA,,"Documentary, Crime",6.5
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.3
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.1
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.1
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.1
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.1
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.2
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7.2
White Lines,-2020,TV-MA,,"Crime, Drama, Mystery",7
BattleBots,(2015– ),TV-14,83 min,"Action, Game-Show, Reality-TV",8
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.2
Pacific Rim: The Black,(2021–2022),TV-14,29 min,"Animation, Action, Adventure",7
Pacific Rim: The Black,(2021–2022),TV-14,22 min,"Animation, Action, Adventure",6.8
Pacific Rim: The Black,(2021–2022),TV-14,21 min,"Animation, Action, Adventure",6.9
Pacific Rim: The Black,(2021–2022),TV-14,25 min,"Animation, Action, Adventure",7
Yankee,(2019– ),TV-MA,44 min,Drama,5.8
Legend of the Blue Sea,(2016–2017),,,"Comedy, Drama, Fantasy",8.9
BattleBots,(2015– ),TV-PG,83 min,"Action, Game-Show, Reality-TV",7.8
Chief of Staff,-2019,,,Drama,7.9
Chief of Staff,-2019,,,Drama,8.9
Chief of Staff,-2019,,,Drama,8.6
Chief of Staff,-2019,,,Drama,8.8
Chief of Staff,-2019,,,Drama,8.4
Chief of Staff,-2019,,,Drama,8.5
Chief of Staff,-2019,,,Drama,8.5
Chief of Staff,-2019,,,Drama,8.3
Chief of Staff,-2019,,,Drama,8.7
Narcos: Mexico,(2018–2021),TV-MA,60 min,"Crime, Drama",7.9
Top Gear,(2002– ),TV-PG,62 min,"Adventure, Comedy, Reality-TV",5.4
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",4.5
Top Gear,(2002– ),TV-14,61 min,"Adventure, Comedy, Reality-TV",4.8
Top Gear,(2002– ),TV-PG,61 min,"Adventure, Comedy, Reality-TV",5.8
Pose,(2018–2021),TV-MA,54 min,Drama,8.1
The Last Kingdom,(2015–2022),TV-MA,53 min,"Action, Drama, History",8.4
Grand Army,-2020,TV-MA,51 min,Drama,6.9
Grand Army,-2020,TV-MA,49 min,Drama,7.1
Queer Eye,(2018– ),TV-14,,Reality-TV,8.7
Queer Eye,(2018– ),TV-14,,Reality-TV,8.5
Grace and Frankie,(2015–2022),TV-MA,,Comedy,7.9
Grace and Frankie,(2015–2022),TV-MA,,Comedy,7.8
Grace and Frankie,(2015–2022),TV-MA,,Comedy,8.2
Grace and Frankie,(2015–2022),TV-MA,,Comedy,8
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.3
Comedians in Cars Getting Coffee,(2012– ),TV-14,42 min,"Comedy, Family, Talk-Show",8.1
Comedians in Cars Getting Coffee,(2012– ),TV-14,17 min,"Comedy, Family, Talk-Show",7.4
Comedians in Cars Getting Coffee,(2012– ),TV-14,17 min,"Comedy, Family, Talk-Show",8.1
Comedians in Cars Getting Coffee,(2012– ),TV-14,20 min,"Comedy, Family, Talk-Show",7.5
Comedians in Cars Getting Coffee,(2012– ),TV-14,18 min,"Comedy, Family, Talk-Show",7.9
Comedians in Cars Getting Coffee,(2012– ),TV-14,19 min,"Comedy, Family, Talk-Show",7.7
Comedians in Cars Getting Coffee,(2012– ),TV-14,16 min,"Comedy, Family, Talk-Show",6.6
Comedians in Cars Getting Coffee,(2012– ),TV-14,13 min,"Comedy, Family, Talk-Show",6.5
Comedians in Cars Getting Coffee,(2012– ),TV-14,16 min,"Comedy, Family, Talk-Show",6.6
